sep=	
Point Source_RN	Point Source_RS	Point Source_RO	Point Source_OX	Point Source_OY	Point Source_OZ	Point Source_DX	Point Source_DY	Point Source_DZ	Point Source_EN	Point Source_PL	Point Source_S0	Point Source_S1	Point Source_S2	Point Source_S3
0	2	0	2.04309554823602	3.01223932850041	-0.237532671697652	0.00705133578128095	-0.0055750144286585	0.999959598122754	100	0	1	1	0	0
1	2	0	2.01722186245883	3.02577330462503	-0.274263534711147	0.00710434480875069	-0.00416694030185416	0.99996608187146	100	0	1	1	0	0
2	2	0	1.86504798913838	2.9726601960923	0.30240318362703	0.00573458979212167	-0.00429303717856159	0.999974341826679	100	0	1	1	0	0
3	2	0	2.04291986137977	3.00356500644563	-0.00656014423016438	0.00582564549086332	-0.00278704864744409	0.9999791468898	100	0	1	1	0	0
4	2	0	1.99063758464772	2.98456819251649	-0.196362457399479	0.00559123068660839	-0.00458617997184255	0.999973852204484	100	0	1	1	0	0
5	2	0	2.04850644967999	3.12460639810069	0.0832889709712805	0.00624962981156207	-0.00487286551961695	0.999968598161385	100	0	1	1	0	0
6	2	0	2.03392929309739	2.91579873562306	-0.181504956031415	0.00641319906998131	-0.00757360824947279	0.999950754455324	100	0	1	1	0	0
7	2	0	1.96129351789109	3.03350452583821	0.000715295406820582	0.00548244981857904	-0.00415866885298648	0.999976323828398	100	0	1	1	0	0
8	2	0	2.07565450339222	2.96303744137627	-0.303419259370658	0.00634850094507729	-0.00355953233142549	0.99997351278188	100	0	1	1	0	0
9	2	0	1.91701222400391	2.94425261731006	0.37795174143659	0.0052524745843588	-0.00375980073983158	0.999979137486946	100	0	1	1	0	0
10	2	0	1.91631322830265	3.02254193077528	-0.117570290064001	0.00537904013685496	-0.00609522485523818	0.99996695653465	100	0	1	1	0	0
11	2	0	2.08201069502203	2.97639454336823	-0.155152681402173	0.00626913272588633	-0.00555175505787851	0.999964937380628	100	0	1	1	0	0
12	2	0	2.02090522185082	2.91774753431797	-0.266044754193917	0.00578852997437092	-0.00373731608944427	0.999976262412855	100	0	1	1	0	0
13	2	0	1.99132803086389	2.97484259451609	0.197516935363729	0.0067011941785222	-0.00598703755144253	0.999959623873854	100	0	1	1	0	0
14	2	0	1.99872836847573	2.97870165308958	-0.305566026152239	0.00582772319945171	-0.00582360421341557	0.999966061062212	100	0	1	1	0	0
15	2	0	2.04877016446385	2.99468108833651	0.29756661728649	0.00650339299365781	-0.0062893209503729	0.999959074323321	100	0	1	1	0	0
16	2	0	2.04865067631405	3.02878363302445	0.308687572192768	0.00680006733751809	-0.00534770300657813	0.999962579878247	100	0	1	1	0	0
17	2	0	2.04645206219405	2.99031616145934	-0.382473481311094	0.00803716273256152	-0.00366202023376145	0.999960996050855	100	0	1	1	0	0
18	2	0	2.01513247128332	2.95372707880242	0.463382535438576	0.00627736426559765	-0.00409162444791061	0.99997192625956	100	0	1	1	0	0
19	2	0	1.96066583084436	3.0504915151906	-0.347396730552124	0.00538213931252292	-0.00432360322801896	0.999976169231821	100	0	1	1	0	0
20	2	0	2.0192514252549	3.00958347541713	-0.385249848801419	0.00512913026258243	-0.00573541554062285	0.999970398077526	100	0	1	1	0	0
21	2	0	1.90817795747038	3.02337025962576	0.0497464163638339	0.00727196504160004	-0.00285495919887838	0.999969483400572	100	0	1	1	0	0
22	2	0	2.00067317223885	2.99362712601835	-0.3500229167145	0.00482293067095993	-0.0054621389223761	0.999973451836665	100	0	1	1	0	0
23	2	0	2.03252542665982	3.03095614446513	-0.177444368121873	0.00775834354708379	-0.004702227179199	0.999958847735726	100	0	1	1	0	0
24	2	0	2.03961207618688	2.96219449529919	-0.451796444778854	0.00721405981937372	-0.00489606742680004	0.999961992210041	100	0	1	1	0	0
25	2	0	2.02474345203828	3.0058473046386	-0.423665074387288	0.0064103270444132	-0.00612843202874771	0.999960674240769	100	0	1	1	0	0
26	2	0	2.02419104798276	2.90669208172903	-0.158029146485822	0.00551320130931101	-0.00464595424668633	0.999974009522478	100	0	1	1	0	0
27	2	0	1.97341243840875	2.9576841263449	-0.198725717646159	0.00551689604371896	-0.00623211701513062	0.99996536168787	100	0	1	1	0	0
28	2	0	2.01562431424797	3.09195932558513	-0.267259905321045	0.00667369951297371	-0.00499154658992542	0.999965272495726	100	0	1	1	0	0
29	2	0	2.05495996835623	2.96337311079635	0.355734332133262	0.00389743091141156	-0.00410394697587557	0.999983983697494	100	0	1	1	0	0
30	2	0	1.91324505194433	3.03040062957848	-0.0669630975652564	0.00714778159317822	-0.00357554284677747	0.999968061845801	100	0	1	1	0	0
31	2	0	1.92451732729216	2.94957692646171	-0.248636642320792	0.0068929706007586	-0.00556870562662923	0.999960737466197	100	0	1	1	0	0
32	2	0	2.0774168645505	2.93998307482191	-0.010637261264453	0.00617026742878301	-0.00591649746459467	0.999963460761246	100	0	1	1	0	0
33	2	0	2.00595827930112	3.0162054361722	0.216822349671833	0.00749834987940807	-0.00502639379647533	0.999959254227135	100	0	1	1	0	0
34	2	0	2.01557148491849	3.03900091135661	-0.250428127724618	0.00659768897969965	-0.00465992697483815	0.999967377258236	100	0	1	1	0	0
35	2	0	2.05650921021003	2.95203265624303	-0.297676776352612	0.00625944366800973	-0.00450739833523539	0.999970250920103	100	0	1	1	0	0
36	2	0	1.92906339211813	2.93143886699456	-0.367983488243207	0.00572383282576674	-0.00371013059079282	0.999976736063786	100	0	1	1	0	0
37	2	0	2.03415762240972	2.98200567509362	0.117598408971608	0.00549115585284039	-0.00407358475212125	0.999976626284168	100	0	1	1	0	0
38	2	0	2.10388767132446	3.02181114472735	-0.20240579014773	0.00724497233750745	-0.00296982068293274	0.999969344800599	100	0	1	1	0	0
39	2	0	2.04997253434177	2.94234672933135	0.452110370304919	0.00552296545869337	-0.00402722267051478	0.999976638892181	100	0	1	1	0	0
40	2	0	1.98364615839877	2.99289404911799	-0.170048043063883	0.00406020541018746	-0.00545969859892087	0.999976852943725	100	0	1	1	0	0
41	2	0	1.97864244390197	2.97445085534257	-0.175699502449738	0.00428039328867326	-0.0041549795329482	0.999982207030893	100	0	1	1	0	0
42	2	0	1.99532092492858	3.01501490008943	-0.318820760207553	0.00371721410937308	-0.00528053888492956	0.999979148896791	100	0	1	1	0	0
43	2	0	1.97409483823848	3.0117791045666	-0.4208498354297	0.00440118595431362	-0.00561513435968959	0.999974549590297	100	0	1	1	0	0
44	2	0	1.99189923779917	2.98765958728135	0.381336862626624	0.00646000278991273	-0.00539572256086033	0.999964576643593	100	0	1	1	0	0
45	2	0	2.01211238557618	2.98901392657902	0.0929362329459323	0.00645080608318835	-0.00547242570272935	0.999964219188769	100	0	1	1	0	0
46	2	0	2.00325151759069	2.995115414903	0.0967130016775151	0.00470863464981918	-0.00462751429153093	0.999978207198145	100	0	1	1	0	0
47	2	0	1.95315502653977	2.97887051405921	0.0632023054989836	0.0059240503920093	-0.00594860492208669	0.999964759242261	100	0	1	1	0	0
48	2	0	2.06704374021538	2.94666548758554	-0.379506724581678	0.00418421836326828	-0.00536487848436424	0.999976854929921	100	0	1	1	0	0
49	2	0	1.88265225088019	2.94598215316922	-0.0891706978172603	0.00722806936898287	-0.00711974307075382	0.999948530811363	100	0	1	1	0	0
50	2	0	2.00009349291016	2.99676379238195	-0.130106830961746	0.00529677630157649	-0.00514521028704266	0.99997273511427	100	0	1	1	0	0
51	2	0	2.04154255373762	2.99689839004528	-0.240288565127516	0.00842098896990796	-0.00491554567800658	0.999952461047752	100	0	1	1	0	0
52	2	0	1.94933084962171	2.99594055343844	-0.371035448984149	0.00647135262266085	-0.0040945341939552	0.999970677762587	100	0	1	1	0	0
53	2	0	1.98671579782917	3.01134436474573	0.436129742214756	0.00545626597845317	-0.00468003965934455	0.999974162861401	100	0	1	1	0	0
54	2	0	1.87775779548545	3.05199873517563	-0.473317604935007	0.00702278747272128	-0.00451005627266885	0.999965169317677	100	0	1	1	0	0
55	2	0	1.97037477839629	3.01967078380678	0.122238444757823	0.00588471165120761	-0.00424143057608812	0.999973689871614	100	0	1	1	0	0
56	2	0	1.9871414688183	3.00206682458811	0.384951067702539	0.00569791835022946	-0.00535271733400532	0.99996944060487	100	0	1	1	0	0
57	2	0	2.0556938204721	2.98749704115085	-0.452744480005814	0.00599968740092253	-0.00502397220698439	0.999969381258424	100	0	1	1	0	0
58	2	0	1.99931119696308	2.90582556368573	0.365098503137357	0.00597791116984744	-0.00357846799814518	0.999975729277882	100	0	1	1	0	0
59	2	0	2.0681746346236	3.00511061423505	-0.255704601398377	0.0057383986846584	-0.00464908557618527	0.99997272802004	100	0	1	1	0	0
60	2	0	2.04641442996504	2.99363469851117	0.0683161184029769	0.00512828932744196	-0.00406284948094019	0.999978596722285	100	0	1	1	0	0
61	2	0	2.03229056781326	2.98058086128741	-0.120866069928747	0.00382871824340132	-0.00314904105143606	0.999987712153039	100	0	1	1	0	0
62	2	0	2.00497025892612	3.01440122126765	-0.0879820249600095	0.00591322313608314	-0.00522064443989891	0.999968888847936	100	0	1	1	0	0
63	2	0	2.0703729216608	3.0384693245205	-0.264164167105708	0.006572496193387	-0.00548089806638934	0.999963380354588	100	0	1	1	0	0
64	2	0	2.0193553887802	3.0322795917496	0.352799721143047	0.00549810612873176	-0.00538988942001839	0.99997035952124	100	0	1	1	0	0
65	2	0	1.8971234567166	2.92028698672806	-0.028858460694089	0.00493537671298233	-0.00371199331274531	0.999980931399368	100	0	1	1	0	0
66	2	0	2.0543737144054	3.0032976826284	0.360933023891326	0.00599750691525137	-0.00488440534722252	0.999970085800173	100	0	1	1	0	0
67	2	0	1.88564226758887	3.04116769490497	-0.0584313184506269	0.00639490579192518	-0.00515698798487001	0.999966254758047	100	0	1	1	0	0
68	2	0	1.96097806459348	2.9998950361069	0.0720212578697624	0.00619976148155168	-0.00588072278538216	0.999963489362033	100	0	1	1	0	0
69	2	0	1.93252139762953	3.06877190774536	0.191926342106445	0.00570645411788948	-0.00518761339002765	0.999970262082186	100	0	1	1	0	0
