Point Source_RN;Point Source_RS;Point Source_RO;Point Source_OX;Point Source_OY;Point Source_OZ;Point Source_DX;Point Source_DY;Point Source_DZ;Point Source_EN;Point Source_PL;Point Source_S0;Point Source_S1;Point Source_S2;Point Source_S3
0;2;0;2.01116891794179;3.00730528532357;0.20862921475144;0.00593046658212;-0.00515936274423;0.99996910479384;100;0;1;1;0;0
1;2;0;2.02113668561240;3.01667973431304;0.23570249248062;0.00550096277769;-0.00462663194243;0.99997416650901;100;0;1;1;0;0
2;2;0;1.99735994971064;3.00613814405239;0.34937235788434;0.00618145897806;-0.00498986122908;0.99996844492705;100;0;1;1;0;0
3;2;0;1.98632460136222;2.99011795285006;-0.01958087270786;0.00628384261107;-0.00465170397776;0.99996943701902;100;0;1;1;0;0
4;2;0;2.03202983610939;3.01017665742904;-0.48916060135387;0.00558233142178;-0.00549742409743;0.99996930748108;100;0;1;1;0;0
5;2;0;2.00511742628716;2.99900529791497;0.19345793804448;0.00617121020649;-0.00543348706069;0.99996619612012;100;0;1;1;0;0
6;2;0;1.99652826461493;3.01189305076771;0.18353974235054;0.00589003531229;-0.00465008377439;0.99997184170601;100;0;1;1;0;0
7;2;0;2.00966068333227;3.01743588728664;0.13286631619544;0.00551496294694;-0.00507953387921;0.99997189136458;100;0;1;1;0;0
8;2;0;1.99158058503092;2.99683190917184;-0.36456083095614;0.00615256500884;-0.00467618707235;0.99997013916330;100;0;1;1;0;0
9;2;0;1.99053664966791;3.01147058806752;-0.16897650940937;0.00642066133249;-0.00536019832292;0.99996502107923;100;0;1;1;0;0
10;2;0;1.98381744004720;2.99315032249051;0.38861110567682;0.00552840439707;-0.00519496708180;0.99997122411690;100;0;1;1;0;0
11;2;0;1.99139217897930;2.99663567196166;0.12305866815071;0.00602663989440;-0.00545340666595;0.99996696943815;100;0;1;1;0;0
12;2;0;2.00147528402040;3.00303186784092;-0.47384315776476;0.00646187988376;-0.00491088593094;0.99996706311145;100;0;1;1;0;0
13;2;0;1.98528775300109;2.99229822999632;0.35581839953037;0.00631393385132;-0.00493196225961;0.99996790447873;100;0;1;1;0;0
14;2;0;2.00931482328690;2.99420878662904;0.29001281745742;0.00621565464470;-0.00459710798765;0.99997011567121;100;0;1;1;0;0
15;2;0;2.03047572860559;2.99357896054870;-0.08486730667400;0.00558576162721;-0.00539820779695;0.99996982885466;100;0;1;1;0;0
16;2;0;1.97722806165060;3.00309001949107;0.39204172587529;0.00608068771798;-0.00520577462680;0.99996796206049;100;0;1;1;0;0
17;2;0;2.02747605281058;2.98412450139755;0.49175302956232;0.00641113468743;-0.00524384676426;0.99996569912329;100;0;1;1;0;0
18;2;0;2.00798864861321;3.01280188284393;0.48226211242317;0.00611242112972;-0.00545385765104;0.99996644630940;100;0;1;1;0;0
19;2;0;1.98256321627737;3.01674421458017;0.06436976658273;0.00565860868273;-0.00480896500562;0.99997242662153;100;0;1;1;0;0
20;2;0;1.99894368964271;2.99095947342804;-0.40423869618042;0.00559222928500;-0.00471588469557;0.99997324334362;100;0;1;1;0;0
21;2;0;2.00988549613447;2.98841600700299;-0.42454618854348;0.00570728481754;-0.00490577055036;0.99997167975664;100;0;1;1;0;0
22;2;0;2.02310745095088;2.98823174649395;-0.12837450719687;0.00621832555140;-0.00512920914417;0.99996751129269;100;0;1;1;0;0
23;2;0;1.97292128276589;3.01809037024176;0.43089254051350;0.00644049853792;-0.00522872004190;0.99996558964062;100;0;1;1;0;0
24;2;0;2.02604716841719;3.01834966870403;0.17617660769609;0.00639670906252;-0.00468465305389;0.99996856757547;100;0;1;1;0;0
25;2;0;2.02806269380614;2.98363179086469;-0.01531549420562;0.00611301416938;-0.00462587096293;0.99997061575608;100;0;1;1;0;0
26;2;0;2.00481310679380;2.98804767005148;0.06458292321852;0.00576027098607;-0.00518625958630;0.99996996054365;100;0;1;1;0;0
27;2;0;2.00777757665378;2.98268971459416;0.08832832902584;0.00586686705219;-0.00450578283816;0.99997263852168;100;0;1;1;0;0
28;2;0;1.98414167696915;3.00631714292166;0.09557053245730;0.00563533766397;-0.00475358133072;0.99997282284767;100;0;1;1;0;0
29;2;0;2.02299919733633;2.98471640056883;0.02839510219176;0.00584768892977;-0.00538250897291;0.99996841606690;100;0;1;1;0;0
30;2;0;2.00369021198635;2.98058228874213;-0.16014135186453;0.00562299166305;-0.00527633783120;0.99997027067001;100;0;1;1;0;0
31;2;0;2.01249451667862;2.99219862876780;-0.11529446735264;0.00571794120264;-0.00471270265504;0.99997254741422;100;0;1;1;0;0
32;2;0;2.02749576641401;3.00943290864908;-0.29235931839084;0.00645160949584;-0.00536969167161;0.99996477095259;100;0;1;1;0;0
33;2;0;2.00884417051781;2.98004253908690;-0.36526239049803;0.00552706072087;-0.00548903725191;0.99996966057468;100;0;1;1;0;0
