Point Source_RN;Point Source_RS;Point Source_RO;Point Source_OX;Point Source_OY;Point Source_OZ;Point Source_DX;Point Source_DY;Point Source_DZ;Point Source_EN;Point Source_PL;Point Source_S0;Point Source_S1;Point Source_S2;Point Source_S3
131;2;0;0.003204231232377;-0.013664144038996;-0.217026743930927;0.000230801229456;0.000408866786574;0.999999889779366;100;0;1;1;0;0
132;2;0;-0.022574420593403;0.006341894839579;0.262392268548380;0.000177393253974;-0.000478128102297;0.999999869962567;100;0;1;1;0;0
133;2;0;0.020311580116973;-0.005397014363687;0.231282703977806;-0.000377509606412;0.000064423886415;0.999999926668027;100;0;1;1;0;0
134;2;0;0.019323708615548;-0.019709034494224;0.390520745083071;-0.000063826885151;0.000396381698410;0.999999919403836;100;0;1;1;0;0
135;2;0;-0.028842212959073;0.004232707089480;-0.000883987288585;0.000302548432257;0.000247814453544;0.999999923526218;100;0;1;1;0;0
136;2;0;-0.027772263522006;0.003163111974745;-0.070004502177860;0.000338422748170;0.000025190281139;0.999999942417745;100;0;1;1;0;0
137;2;0;0.024020565099815;0.011883315224833;-0.480112628329663;0.000212156797727;0.000267135894361;0.999999941813952;100;0;1;1;0;0
138;2;0;0.023172273138063;0.018645644932046;-0.369115013872360;0.000133904323868;-0.000160370643405;0.999999978175444;100;0;1;1;0;0
139;2;0;-0.017976194774514;-0.019321627202397;-0.294512689349741;-0.000219645543425;0.000452698106635;0.999999873410122;100;0;1;1;0;0
140;2;0;0.020498628746577;0.019836170170551;0.388872718376032;0.000035418425679;0.000376779941610;0.999999928391203;100;0;1;1;0;0
141;2;0;0.007662879570053;-0.017600507734519;-0.475419759978578;0.000009011364604;-0.000444877019073;0.999999901001612;100;0;1;1;0;0
142;2;0;-0.001607698931225;0.006417922030442;0.026033320342452;0.000416504688165;0.000137678794693;0.999999903784192;100;0;1;1;0;0
143;2;0;0.014093879711332;-0.000686223214850;-0.386068651455056;0.000211244538086;0.000403440162313;0.999999896305885;100;0;1;1;0;0
144;2;0;-0.021056644843045;0.010599997899374;-0.403762023872324;-0.000222239883432;-0.000433615567585;0.999999881293480;100;0;1;1;0;0
145;2;0;0.029460387829994;0.005325710345972;0.424780223371859;0.000199611313311;0.000045730368409;0.999999979032028;100;0;1;1;0;0
146;2;0;-0.014350828317155;0.001900591543168;-0.070321831066747;-0.000244365998964;-0.000271307411179;0.999999933338771;100;0;1;1;0;0
147;2;0;-0.008100582817017;0.015231755903444;-0.495293727438052;-0.000212353292640;-0.000237636110023;0.999999949217578;100;0;1;1;0;0
148;2;0;-0.025572559764540;-0.004703839854432;-0.178970035252606;0.000014107768424;0.000396204512226;0.999999921411475;100;0;1;1;0;0
149;2;0;0.029949242691179;0.012914341552409;-0.024331997568135;-0.000052442691831;-0.000002731751711;0.999999998621151;100;0;1;1;0;0
150;2;0;0.031526415196208;0.002859240023096;-0.117047296112925;0.000137027884863;-0.000278782346653;0.999999951751880;100;0;1;1;0;0
151;2;0;0.024826219223057;-0.013979399796313;0.285756851534359;-0.000097862935803;-0.000043180314763;0.999999994279153;100;0;1;1;0;0
152;2;0;0.010391000310823;0.006986142481926;-0.374045017300311;-0.000009316035841;0.000067711201150;0.999999997664202;100;0;1;1;0;0
