Index;Xloc;Yloc;Zloc;Weight;Xdir;Ydir;Zdir
0;-0.0079277759692037986;-0.043472721770454296;-0.28104081378752105;1;0.00018913185229751608;-0.00045964503465026704;0.99999987647778465
1;-0.034556177867881378;0.00088713153274557301;0.029700193141057207;1;0.00020069941918126008;-0.00046253202708819495;0.99999987289192549
2;0.13810398396157317;0.014868849222487199;0.20119059449917664;1;-0.00077316712572246158;-0.0011541779361428474;0.99999903504247811
3;-0.0089936263694006743;0.0032814451279071905;0.38470712881584146;1;-0.0026723615119972296;0.00093584175784394426;0.99999599133404204
4;-0.050228069916437745;-0.020862625438666373;0.39765628673221443;1;-0.00071847087344007485;-7.3948674570249131e-006;0.99999974187242668
5;-0.0043584304624978247;-0.080582497470501127;-0.40926710541937017;1;-0.00067945440661697091;0.00018468026807752055;0.9999997521174232
6;-0.0047929940560195701;0.034329834569308798;-0.44991601629129241;1;0.00032932635181916425;0.00045660617594886564;0.99999984152746446
7;0.065132363737584062;0.058309119090568039;0.22541199866079187;1;0.00067256913001184626;0.00033523233954992835;0.99999971763498197
8;0.078749006337795122;0.0018592202180466356;0.34151063957023531;1;-0.0024450147201461893;0.00092715856448806076;0.99999658113416301
9;0.018249632484425418;-0.050416078720217652;-0.46694624569801929;1;-1.0242598838622637e-005;-0.0016732655337838482;0.9999986000377914
10;-0.026364517185246336;-0.012610266851987009;-0.22541185252360696;1;-0.00067271984594654156;-0.0016468943673954043;0.99999841759222374
11;-0.050276098484484756;-0.044102350807307025;0.1520586862187403;1;0.00156956889779171;0.00097174869698888017;0.99999829607752078
12;0.010318019152475467;-0.0064761705420562999;0.45540882670363703;1;-0.0010932211803967157;0.00028346922838563224;0.99999936225612029
13;-0.032249068480341612;0.11213769655943574;0.46109514096110171;1;-0.0011975424050137749;-0.00051560052959734163;0.99999915002377981
14;0.072588556374567612;0.022293264971822137;-0.023568197060047924;1;-4.1125296386055147e-005;-5.5666252188791617e-005;0.99999999760498914
15;-0.017410636786931111;-0.042765098606496139;0.38564837114069861;1;-0.0010483266895940015;0.0004179044381814471;0.99999936318331339
16;-0.0087650118840699974;-0.044037749024249485;-0.047699830842146462;1;2.5262974700686322e-005;-0.0013469981105590596;0.99999909247852437
17;0.14187144556838824;-0.024832404796593301;0.32469738698039441;1;5.9008579551630287e-005;-0.00013260878549704272;0.99999998946644875
18;0.0082495930529571451;-0.074097499452168827;-0.085971517054601099;1;0.0006043386807201872;-0.00036871498855396993;0.99999974941197678
