Index;Xloc;Yloc;Zloc;Weight;Xdir;Ydir;Zdir
0;1.9760499562030194;2.9983460052809288;-0.28104081378752105;1;0.0064345622007813165;-0.0051788415666942471;0.99996588742282166
1;2.0012620641814785;2.9813828844185939;0.029700193141057207;1;0.0055667569279147927;-0.0045076829204995592;0.99997434567692467
2;2.0121402263065877;3.0172174597987875;0.026928777759906097;1;0.0062010684903219277;-0.0051538961450550997;0.99996749152365161
3;2.0170428725999114;2.9818985805354523;-0.17176577383999231;1;0.0058652240122931227;-0.0052563862805260972;0.99996898429429082
4;2.031365768610867;3.0101342334082233;-0.42731411717976892;1;0.0059362904754628569;-0.00538468110719277;0.9999678823166096
5;1.9985525647326965;2.9909962736030593;-0.33349279980534718;1;0.0055604546701972825;-0.0053976300769269054;0.99996997301589674
6;2.0002939881707498;2.992761317643418;-0.006023314793316914;1;0.0055736614831262132;-0.0045907167697795404;0.99997392946876928
7;1.9924692396179235;3.0165526976828412;-0.035554175051562942;1;0.0062700985547678514;-0.0045500682834597747;0.99996999092109229
8;1.9756487494125523;3.0075382120421672;0.12954341812400794;1;0.0063884415381441073;-0.005225388218774633;0.99996594098633018
9;1.9874109190073701;3.0005309480871549;0.34598156031364413;1;0.0059152757294668751;-0.0053414852391779804;0.99996823851984618
10;1.9979146289526271;2.9871331081473058;0.071654810708495553;1;0.0059983825168360358;-0.0045330382296844109;0.99997173508634229
11;2.0161390223304632;3.0156294992628703;0.34203961273139738;1;0.0056303349872962576;-0.0047127340695139932;0.99997304436945744
12;1.9853482295859655;2.9965717305211648;0.20981959274342077;1;0.0058174413716641747;-0.0047398930564790135;0.99997184499849823
13;2.0098838146042182;3.0072538485473586;-0.11227466298208327;1;0.0063454645439960386;-0.0046475162723830146;0.9999690673576952
14;2.0296015737357362;2.9859260624805923;-0.091233306191471186;1;0.0059884019439590784;-0.005064877025442169;0.99996924255842723
15;2.0299711841624717;2.9879902879619142;0.12926915640839753;1;0.0063029476340569542;-0.0051512309596885783;0.99996686828650605
16;1.9984680671910968;2.9881300133801219;0.4016734989507692;1;0.0059102149478443512;-0.0046420043606106081;0.9999717601786493
17;2.0250671441241455;2.9864879420663524;-0.13466097144328915;1;0.005955208110651933;-0.0046350927710757557;0.99997152530027689
18;1.9968995109952605;3.0172669760263022;-0.28475161591444964;1;0.006360723894901432;-0.0054088955112782415;0.99996514191289732
19;2.0003871318844175;3.0127024593248128;-0.037755020577305232;1;0.0063245719091624495;-0.0051327161632614129;0.99996682695725125
20;2.01314343218043;3.0181765961255129;-0.21068379682027633;1;0.005913919656207519;-0.0050144136519092355;0.9999699401532165
21;2.0244767717465013;3.0091899072173898;0.21564233503329955;1;0.005518989579553415;-0.0052065119513912987;0.99997121607940342
22;2.0016241813641229;2.9826077549083849;-0.011056840563514914;1;0.006416503709307156;-0.0051820259270833596;0.9999659869652765
23;2.0253512141979231;2.9855677999522974;0.4893624998764472;1;0.0060145496249272793;-0.0049460032606754465;0.99996968066264624
24;1.9960821615832216;3.0122659966923453;-0.28848104281900633;1;0.0061162460032136608;-0.0046535876832307973;0.99997046739216389
25;1.9675571349659715;3.0090933996108924;-0.08227628415700744;1;0.0063362924501500694;-0.0051805388111634525;0.99996650614688698
26;2.0213660168944911;2.9832695043693862;0.12957183645253478;1;0.0058887237850240156;-0.0047135293454585994;0.99997155238201318
27;2.029090429043896;2.9907685896740905;-0.21596496307279961;1;0.0057820429499209789;-0.0052838406159694566;0.99996932403332772
28;1.9682355547179835;3.0193294319167414;0.31972609361796944;1;0.005676781778262141;-0.0048981241046471748;0.99997189086938709
29;1.9777525266792384;2.9902867462393319;-0.39836262239288822;1;0.0062946452611733032;-0.0051346948764779011;0.99996700563046648
30;2.016441126856086;3.0053371962706814;0.098216636224125464;1;0.005617342171897622;-0.0048187592309557681;0.99997261213815147
31;2.0016980129936539;3.0035195565359647;0.20298941188289088;1;0.0063601137071948206;-0.0046616708245812268;0.99996890840603392
32;2.0036943258742106;2.9926402935268546;0.028548267759582302;1;0.0059307362515279901;-0.0050880971676403909;0.99996946835127298
33;1.9915647079166743;2.9978746376985077;-0.11216878134219038;1;0.0057538302294477513;-0.0045782472142477;0.99997296617965425
34;2.0114553998953553;3.0091443345504096;0.44475282337994937;1;0.0059603106805407608;-0.0054401362864158545;0.99996743927678799
35;2.010488107290394;3.0042255881542919;-0.34960611058059599;1;0.0060227006466664016;-0.0048437986173937809;0.99997013189988571
36;1.9684717869669404;3.0057191554375025;0.4178477192212976;1;0.0063438379047846905;-0.0054700593951591903;0.99996491646999863
37;1.9971238538503457;2.9808833480041712;0.20694995092910196;1;0.0062515931920361766;-0.0049366183983054653;0.99996827318738013
38;2.0127191449165753;3.0101545098570592;-0.49574607695467454;1;0.0064031902692761435;-0.0045799008733997618;0.99996901135103444
39;2.01603414457895;2.9802536675976423;0.018478422715209386;1;0.0057157220577721286;-0.0050440013240137509;0.99997094386387131
40;2.0082459890803168;3.0083727938696314;-0.21971107688767877;1;0.005810067295315551;-0.0048718904137757891;0.99997125348772897
41;1.9742468234636361;3.0110352131551639;-0.44472120966238776;1;0.0057969266916094598;-0.0046602570503254896;0.99997233843999755
42;1.9985572806142289;3.0007995394523652;-0.3496884667560865;1;0.0060776521279341956;-0.0053336568458500601;0.99996730659020172
43;1.9890263721008452;3.0194753195537487;-0.49834258409882526;1;0.0059895544504259468;-0.0045293399931788771;0.99997180476087
44;2.0155323172935824;3.0014506707666788;-0.37749310709508066;1;0.0061140202328017557;-0.0046882586223464754;0.99997031905336209
45;1.9756856331233243;3.0181611398320816;0.33810163942777005;1;0.0059242341322753873;-0.0047589962284232349;0.99997112728560511
46;2.0258644254457097;3.0104246917509627;-0.048148770072237224;1;0.0057094551126571809;-0.005165480483807273;0.99997035952756519
47;2.0030533643711803;2.9870389703169096;-0.068091717332985358;1;0.0063360789114606754;-0.005187391223611725;0.99996647197609623
48;2.0307675032036245;2.9832141232525995;0.26943737921915911;1;0.0062690022650619699;-0.0047501374084538061;0.99996906742418867
49;2.0162013550218658;3.0072666312201926;-0.4636323811348968;1;0.006152514519411019;-0.0047216497728218045;0.99996992584202815
50;1.9916452735212493;2.9893476599211279;-0.33407246368710575;1;0.0061618876177595679;-0.0046597408353164262;0.99997015853291038
51;2.0291952145991434;3.0048418254913067;-0.48205548014961463;1;0.0055535901234176578;-0.0052218479043096297;0.999970944548493
